province,health_region,date_report,cases,cumulative_cases
Alberta,Calgary,2020-07-22,73,6127
Alberta,Calgary,2020-07-29,323,44148
Alberta,Calgary,2020-08-05,191,45758
Alberta,Calgary,2020-08-12,158,47086
Alberta,Calgary,2020-08-19,156,48198
Alberta,Calgary,2020-08-26,250,49565
Alberta,Calgary,2020-09-02,424,52007
Alberta,Calgary,2020-09-09,337,54517
Alberta,Calgary,2020-09-16,277,56661
Alberta,Calgary,2020-09-23,270,58614
Alberta,Calgary,2020-09-30,396,61022
Alberta,Calgary,2020-10-07,344,63491
Alberta,Calgary,2020-10-14,498,66271
Alberta,Calgary,2020-10-21,815,70802
Alberta,Calgary,2020-10-28,1201,78002
Alberta,Calgary,2020-11-04,1644,87618
Alberta,Calgary,2020-11-11,1810,100777
Alberta,Calgary,2020-11-18,2829,117551
Alberta,Calgary,2020-11-25,3006,138004
Alberta,Calgary,2020-12-02,3927,162369
Alberta,Calgary,2020-12-09,4511,193464
Alberta,Calgary,2020-12-16,3637,220683
Alberta,Calgary,2020-12-23,3344,246152
Alberta,Calgary,2020-12-30,2135,260615
Alberta,Calgary,2021-01-06,2484,276583
Alberta,Central,2020-07-22,18,266
Alberta,Central,2020-07-29,91,2175
Alberta,Central,2020-08-05,125,3172
Alberta,Central,2020-08-12,63,3699
Alberta,Central,2020-08-19,19,3870
Alberta,Central,2020-08-26,8,3977
Alberta,Central,2020-09-02,25,4077
Alberta,Central,2020-09-09,31,4307
Alberta,Central,2020-09-16,21,4465
Alberta,Central,2020-09-23,10,4573
Alberta,Central,2020-09-30,10,4651
Alberta,Central,2020-10-07,25,4758
Alberta,Central,2020-10-14,95,5147
Alberta,Central,2020-10-21,74,5828
Alberta,Central,2020-10-28,109,6434
Alberta,Central,2020-11-04,151,7305
Alberta,Central,2020-11-11,171,8531
Alberta,Central,2020-11-18,322,10367
Alberta,Central,2020-11-25,646,13920
Alberta,Central,2020-12-02,766,18911
Alberta,Central,2020-12-09,952,24983
Alberta,Central,2020-12-16,833,31383
Alberta,Central,2020-12-23,856,37237
Alberta,Central,2020-12-30,797,41732
Alberta,Central,2021-01-06,800,47341
Alberta,Edmonton,2020-07-22,25,1440
Alberta,Edmonton,2020-07-29,165,10607
Alberta,Edmonton,2020-08-05,197,11771
Alberta,Edmonton,2020-08-12,334,13626
Alberta,Edmonton,2020-08-19,364,16160
Alberta,Edmonton,2020-08-26,338,18815
Alberta,Edmonton,2020-09-02,372,21117
Alberta,Edmonton,2020-09-09,449,23881
Alberta,Edmonton,2020-09-16,486,27171
Alberta,Edmonton,2020-09-23,505,30767
Alberta,Edmonton,2020-09-30,538,34478
Alberta,Edmonton,2020-10-07,786,39059
Alberta,Edmonton,2020-10-14,1035,45718
Alberta,Edmonton,2020-10-21,1059,52732
Alberta,Edmonton,2020-10-28,1441,61792
Alberta,Edmonton,2020-11-04,1601,71384
Alberta,Edmonton,2020-11-11,1845,84605
Alberta,Edmonton,2020-11-18,2816,101921
Alberta,Edmonton,2020-11-25,4481,128109
Alberta,Edmonton,2020-12-02,4697,159733
Alberta,Edmonton,2020-12-09,5685,198518
Alberta,Edmonton,2020-12-16,5563,238163
Alberta,Edmonton,2020-12-23,4182,270909
Alberta,Edmonton,2020-12-30,2962,289918
Alberta,Edmonton,2021-01-06,2732,310409
Alberta,North,2020-07-22,7,461
Alberta,North,2020-07-29,72,3473
Alberta,North,2020-08-05,81,3997
Alberta,North,2020-08-12,66,4514
Alberta,North,2020-08-19,56,4966
Alberta,North,2020-08-26,102,5523
Alberta,North,2020-09-02,124,6312
Alberta,North,2020-09-09,168,7228
Alberta,North,2020-09-16,138,8460
Alberta,North,2020-09-23,91,9234
Alberta,North,2020-09-30,71,9761
Alberta,North,2020-10-07,60,10261
Alberta,North,2020-10-14,90,10753
Alberta,North,2020-10-21,132,11537
Alberta,North,2020-10-28,227,12812
Alberta,North,2020-11-04,252,14388
Alberta,North,2020-11-11,298,16480
Alberta,North,2020-11-18,439,19239
Alberta,North,2020-11-25,518,22377
Alberta,North,2020-12-02,599,26143
Alberta,North,2020-12-09,819,31444
Alberta,North,2020-12-16,775,37160
Alberta,North,2020-12-23,605,41744
Alberta,North,2020-12-30,605,45232
Alberta,North,2021-01-06,852,50140
Alberta,Not Reported,2020-07-22,2,24
Alberta,Not Reported,2020-07-29,0,168
Alberta,Not Reported,2020-08-05,0,168
Alberta,Not Reported,2020-08-12,2,172
Alberta,Not Reported,2020-08-19,3,196
Alberta,Not Reported,2020-08-26,1,209
Alberta,Not Reported,2020-09-02,2,212
Alberta,Not Reported,2020-09-09,4,236
Alberta,Not Reported,2020-09-16,0,252
Alberta,Not Reported,2020-09-23,2,264
Alberta,Not Reported,2020-09-30,0,266
Alberta,Not Reported,2020-10-07,5,278
Alberta,Not Reported,2020-10-14,9,339
Alberta,Not Reported,2020-10-21,2,368
Alberta,Not Reported,2020-10-28,14,418
Alberta,Not Reported,2020-11-04,6,488
Alberta,Not Reported,2020-11-11,28,641
Alberta,Not Reported,2020-11-18,39,870
Alberta,Not Reported,2020-11-25,30,1093
Alberta,Not Reported,2020-12-02,6,1233
Alberta,Not Reported,2020-12-09,0,1239
Alberta,Not Reported,2020-12-16,0,1239
Alberta,Not Reported,2020-12-23,0,1239
Alberta,Not Reported,2020-12-30,2,1241
Alberta,Not Reported,2021-01-06,42,1359
Alberta,South,2020-07-22,8,1543
Alberta,South,2020-07-29,87,11106
Alberta,South,2020-08-05,45,11584
Alberta,South,2020-08-12,32,11839
Alberta,South,2020-08-19,10,11988
Alberta,South,2020-08-26,10,12058
Alberta,South,2020-09-02,23,12169
Alberta,South,2020-09-09,22,12321
Alberta,South,2020-09-16,15,12458
Alberta,South,2020-09-23,26,12625
Alberta,South,2020-09-30,15,12761
Alberta,South,2020-10-07,72,12959
Alberta,South,2020-10-14,118,13625
Alberta,South,2020-10-21,121,14572
Alberta,South,2020-10-28,171,15607
Alberta,South,2020-11-04,228,16894
Alberta,South,2020-11-11,274,18893
Alberta,South,2020-11-18,374,21236
Alberta,South,2020-11-25,428,24164
Alberta,South,2020-12-02,373,26704
Alberta,South,2020-12-09,352,29339
Alberta,South,2020-12-16,301,31609
Alberta,South,2020-12-23,197,33340
Alberta,South,2020-12-30,146,34224
Alberta,South,2021-01-06,163,35294
BC,Fraser,2020-07-22,13,1744
BC,Fraser,2020-07-29,101,12512
BC,Fraser,2020-08-05,167,13417
BC,Fraser,2020-08-12,188,14734
BC,Fraser,2020-08-19,291,16445
BC,Fraser,2020-08-26,303,18530
BC,Fraser,2020-09-02,309,20636
BC,Fraser,2020-09-09,378,22818
BC,Fraser,2020-09-16,348,25699
BC,Fraser,2020-09-23,462,28663
BC,Fraser,2020-09-30,365,31385
BC,Fraser,2020-10-07,460,34199
BC,Fraser,2020-10-14,581,37461
BC,Fraser,2020-10-21,817,42578
BC,Fraser,2020-10-28,1344,50358
BC,Fraser,2020-11-04,1571,60379
BC,Fraser,2020-11-11,2150,75253
BC,Fraser,2020-11-18,3556,94754
BC,Fraser,2020-11-25,3029,115586
BC,Fraser,2020-12-02,3840,141586
BC,Fraser,2020-12-09,2928,164842
BC,Fraser,2020-12-16,3128,186042
BC,Fraser,2020-12-23,2480,205797
BC,Fraser,2020-12-30,1919,219041
BC,Fraser,2021-01-06,2288,235059
BC,Interior,2020-07-22,11,303
BC,Interior,2020-07-29,55,2335
BC,Interior,2020-08-05,28,2611
BC,Interior,2020-08-12,11,2748
BC,Interior,2020-08-19,15,2843
BC,Interior,2020-08-26,19,2962
BC,Interior,2020-09-02,19,3079
BC,Interior,2020-09-09,14,3201
BC,Interior,2020-09-16,26,3325
BC,Interior,2020-09-23,29,3544
BC,Interior,2020-09-30,17,3706
BC,Interior,2020-10-07,26,3837
BC,Interior,2020-10-14,26,3996
BC,Interior,2020-10-21,51,4256
BC,Interior,2020-10-28,97,4814
BC,Interior,2020-11-04,80,5381
BC,Interior,2020-11-11,119,6209
BC,Interior,2020-11-18,218,7363
BC,Interior,2020-11-25,285,8931
BC,Interior,2020-12-02,468,11649
BC,Interior,2020-12-09,525,15278
BC,Interior,2020-12-16,576,19131
BC,Interior,2020-12-23,443,22660
BC,Interior,2020-12-30,366,25190
BC,Interior,2021-01-06,494,28322
BC,Island,2020-07-22,1,141
BC,Island,2020-07-29,2,997
BC,Island,2020-08-05,3,1011
BC,Island,2020-08-12,4,1033
BC,Island,2020-08-19,8,1068
BC,Island,2020-08-26,12,1143
BC,Island,2020-09-02,8,1220
BC,Island,2020-09-09,8,1274
BC,Island,2020-09-16,10,1349
BC,Island,2020-09-23,8,1400
BC,Island,2020-09-30,5,1442
BC,Island,2020-10-07,14,1506
BC,Island,2020-10-14,15,1602
BC,Island,2020-10-21,7,1696
BC,Island,2020-10-28,7,1745
BC,Island,2020-11-04,22,1827
BC,Island,2020-11-11,33,2060
BC,Island,2020-11-18,109,2528
BC,Island,2020-11-25,109,3292
BC,Island,2020-12-02,135,4189
BC,Island,2020-12-09,72,4889
BC,Island,2020-12-16,67,5369
BC,Island,2020-12-23,49,5742
BC,Island,2020-12-30,70,6108
BC,Island,2021-01-06,111,6735
BC,Northern,2020-07-22,0,68
BC,Northern,2020-07-29,18,554
BC,Northern,2020-08-05,5,620
BC,Northern,2020-08-12,13,672
BC,Northern,2020-08-19,16,798
BC,Northern,2020-08-26,13,875
BC,Northern,2020-09-02,32,1047
BC,Northern,2020-09-09,31,1252
BC,Northern,2020-09-16,42,1509
BC,Northern,2020-09-23,36,1773
BC,Northern,2020-09-30,39,2073
BC,Northern,2020-10-07,13,2248
BC,Northern,2020-10-14,18,2346
BC,Northern,2020-10-21,18,2475
BC,Northern,2020-10-28,38,2651
BC,Northern,2020-11-04,34,2928
BC,Northern,2020-11-11,45,3243
BC,Northern,2020-11-18,74,3629
BC,Northern,2020-11-25,162,4376
BC,Northern,2020-12-02,192,5688
BC,Northern,2020-12-09,265,7311
BC,Northern,2020-12-16,251,9105
BC,Northern,2020-12-23,238,10889
BC,Northern,2020-12-30,309,12468
BC,Northern,2021-01-06,304,14777
BC,Not Reported,2020-07-22,3,55
BC,Not Reported,2020-07-29,3,397
BC,Not Reported,2020-08-05,6,430
BC,Not Reported,2020-08-12,6,476
BC,Not Reported,2020-08-19,3,497
BC,Not Reported,2020-08-26,3,517
BC,Not Reported,2020-09-02,2,539
BC,Not Reported,2020-09-09,4,554
BC,Not Reported,2020-09-16,1,575
BC,Not Reported,2020-09-23,0,581
BC,Not Reported,2020-09-30,1,587
BC,Not Reported,2020-10-07,1,591
BC,Not Reported,2020-10-14,0,595
BC,Not Reported,2020-10-21,0,595
BC,Not Reported,2020-10-28,0,595
BC,Not Reported,2020-11-04,1,602
BC,Not Reported,2020-11-11,1,605
BC,Not Reported,2020-11-18,0,609
BC,Not Reported,2020-11-25,1,616
BC,Not Reported,2020-12-02,1,619
BC,Not Reported,2020-12-09,7,638
BC,Not Reported,2020-12-16,6,685
BC,Not Reported,2020-12-23,0,714
BC,Not Reported,2020-12-30,0,714
BC,Not Reported,2021-01-06,0,714
BC,Vancouver Coastal,2020-07-22,6,1050
BC,Vancouver Coastal,2020-07-29,22,7431
BC,Vancouver Coastal,2020-08-05,63,7693
BC,Vancouver Coastal,2020-08-12,138,8382
BC,Vancouver Coastal,2020-08-19,218,9710
BC,Vancouver Coastal,2020-08-26,210,11275
BC,Vancouver Coastal,2020-09-02,278,12938
BC,Vancouver Coastal,2020-09-09,303,14877
BC,Vancouver Coastal,2020-09-16,380,17412
BC,Vancouver Coastal,2020-09-23,362,20135
BC,Vancouver Coastal,2020-09-30,316,22332
BC,Vancouver Coastal,2020-10-07,304,24518
BC,Vancouver Coastal,2020-10-14,296,26432
BC,Vancouver Coastal,2020-10-21,272,28599
BC,Vancouver Coastal,2020-10-28,332,30664
BC,Vancouver Coastal,2020-11-04,552,33571
BC,Vancouver Coastal,2020-11-11,756,38963
BC,Vancouver Coastal,2020-11-18,1226,45467
BC,Vancouver Coastal,2020-11-25,1078,53420
BC,Vancouver Coastal,2020-12-02,1006,60754
BC,Vancouver Coastal,2020-12-09,812,67066
BC,Vancouver Coastal,2020-12-16,738,72628
BC,Vancouver Coastal,2020-12-23,714,77777
BC,Vancouver Coastal,2020-12-30,609,81639
BC,Vancouver Coastal,2021-01-06,757,86437
Manitoba,Interlake-Eastern,2020-07-22,2,46
Manitoba,Interlake-Eastern,2020-07-29,11,359
Manitoba,Interlake-Eastern,2020-08-05,5,421
Manitoba,Interlake-Eastern,2020-08-12,3,442
Manitoba,Interlake-Eastern,2020-08-19,1,458
Manitoba,Interlake-Eastern,2020-08-26,4,473
Manitoba,Interlake-Eastern,2020-09-02,7,527
Manitoba,Interlake-Eastern,2020-09-09,7,570
Manitoba,Interlake-Eastern,2020-09-16,13,642
Manitoba,Interlake-Eastern,2020-09-23,11,720
Manitoba,Interlake-Eastern,2020-09-30,26,866
Manitoba,Interlake-Eastern,2020-10-07,57,1114
Manitoba,Interlake-Eastern,2020-10-14,55,1547
Manitoba,Interlake-Eastern,2020-10-21,48,1889
Manitoba,Interlake-Eastern,2020-10-28,80,2329
Manitoba,Interlake-Eastern,2020-11-04,181,3423
Manitoba,Interlake-Eastern,2020-11-11,167,4557
Manitoba,Interlake-Eastern,2020-11-18,143,5645
Manitoba,Interlake-Eastern,2020-11-25,159,6652
Manitoba,Interlake-Eastern,2020-12-02,132,7715
Manitoba,Interlake-Eastern,2020-12-09,183,8782
Manitoba,Interlake-Eastern,2020-12-16,183,10265
Manitoba,Interlake-Eastern,2020-12-23,134,11297
Manitoba,Interlake-Eastern,2020-12-30,176,12359
Manitoba,Interlake-Eastern,2021-01-06,68,13092
Manitoba,Northern,2020-07-22,0,3
Manitoba,Northern,2020-07-29,0,21
Manitoba,Northern,2020-08-05,0,21
Manitoba,Northern,2020-08-12,0,21
Manitoba,Northern,2020-08-19,0,21
Manitoba,Northern,2020-08-26,1,25
Manitoba,Northern,2020-09-02,0,28
Manitoba,Northern,2020-09-09,0,28
Manitoba,Northern,2020-09-16,0,28
Manitoba,Northern,2020-09-23,1,29
Manitoba,Northern,2020-09-30,12,73
Manitoba,Northern,2020-10-07,1,122
Manitoba,Northern,2020-10-14,10,151
Manitoba,Northern,2020-10-21,32,304
Manitoba,Northern,2020-10-28,60,668
Manitoba,Northern,2020-11-04,136,1396
Manitoba,Northern,2020-11-11,189,2555
Manitoba,Northern,2020-11-18,149,3629
Manitoba,Northern,2020-11-25,220,5101
Manitoba,Northern,2020-12-02,246,6776
Manitoba,Northern,2020-12-09,202,8315
Manitoba,Northern,2020-12-16,349,10488
Manitoba,Northern,2020-12-23,289,12655
Manitoba,Northern,2020-12-30,172,14060
Manitoba,Northern,2021-01-06,154,15155
Manitoba,Not Reported,2020-07-22,0,0
Manitoba,Not Reported,2020-07-29,0,0
Manitoba,Not Reported,2020-08-05,0,0
Manitoba,Not Reported,2020-08-12,0,0
Manitoba,Not Reported,2020-08-19,0,0
Manitoba,Not Reported,2020-08-26,0,0
Manitoba,Not Reported,2020-09-02,0,0
Manitoba,Not Reported,2020-09-09,0,0
Manitoba,Not Reported,2020-09-16,0,0
Manitoba,Not Reported,2020-09-23,0,0
Manitoba,Not Reported,2020-09-30,0,0
Manitoba,Not Reported,2020-10-07,0,0
Manitoba,Not Reported,2020-10-14,0,0
Manitoba,Not Reported,2020-10-21,0,0
Manitoba,Not Reported,2020-10-28,0,0
Manitoba,Not Reported,2020-11-04,0,0
Manitoba,Not Reported,2020-11-11,0,0
Manitoba,Not Reported,2020-11-18,0,0
Manitoba,Not Reported,2020-11-25,0,0
Manitoba,Not Reported,2020-12-02,0,0
Manitoba,Not Reported,2020-12-09,0,0
Manitoba,Not Reported,2020-12-16,0,0
Manitoba,Not Reported,2020-12-23,0,0
Manitoba,Not Reported,2020-12-30,0,0
Manitoba,Not Reported,2021-01-06,0,0
Manitoba,Prairie Mountain,2020-07-22,2,33
Manitoba,Prairie Mountain,2020-07-29,6,251
Manitoba,Prairie Mountain,2020-08-05,14,319
Manitoba,Prairie Mountain,2020-08-12,78,740
Manitoba,Prairie Mountain,2020-08-19,87,1287
Manitoba,Prairie Mountain,2020-08-26,146,2120
Manitoba,Prairie Mountain,2020-09-02,99,2982
Manitoba,Prairie Mountain,2020-09-09,20,3339
Manitoba,Prairie Mountain,2020-09-16,10,3435
Manitoba,Prairie Mountain,2020-09-23,15,3515
Manitoba,Prairie Mountain,2020-09-30,10,3594
Manitoba,Prairie Mountain,2020-10-07,10,3681
Manitoba,Prairie Mountain,2020-10-14,17,3761
Manitoba,Prairie Mountain,2020-10-21,22,3924
Manitoba,Prairie Mountain,2020-10-28,38,4168
Manitoba,Prairie Mountain,2020-11-04,42,4402
Manitoba,Prairie Mountain,2020-11-11,100,4942
Manitoba,Prairie Mountain,2020-11-18,105,5673
Manitoba,Prairie Mountain,2020-11-25,120,6452
Manitoba,Prairie Mountain,2020-12-02,83,7159
Manitoba,Prairie Mountain,2020-12-09,146,7992
Manitoba,Prairie Mountain,2020-12-16,188,9065
Manitoba,Prairie Mountain,2020-12-23,105,10194
Manitoba,Prairie Mountain,2020-12-30,52,10623
Manitoba,Prairie Mountain,2021-01-06,51,11005
Manitoba,Southern Health,2020-07-22,3,48
Manitoba,Southern Health,2020-07-29,10,380
Manitoba,Southern Health,2020-08-05,12,430
Manitoba,Southern Health,2020-08-12,32,652
Manitoba,Southern Health,2020-08-19,51,928
Manitoba,Southern Health,2020-08-26,82,1442
Manitoba,Southern Health,2020-09-02,30,1790
Manitoba,Southern Health,2020-09-09,17,1923
Manitoba,Southern Health,2020-09-16,15,2041
Manitoba,Southern Health,2020-09-23,18,2139
Manitoba,Southern Health,2020-09-30,24,2291
Manitoba,Southern Health,2020-10-07,16,2428
Manitoba,Southern Health,2020-10-14,61,2689
Manitoba,Southern Health,2020-10-21,71,3214
Manitoba,Southern Health,2020-10-28,160,4112
Manitoba,Southern Health,2020-11-04,316,5795
Manitoba,Southern Health,2020-11-11,554,8758
Manitoba,Southern Health,2020-11-18,664,13235
Manitoba,Southern Health,2020-11-25,698,18201
Manitoba,Southern Health,2020-12-02,488,22430
Manitoba,Southern Health,2020-12-09,291,24865
Manitoba,Southern Health,2020-12-16,228,26617
Manitoba,Southern Health,2020-12-23,230,28187
Manitoba,Southern Health,2020-12-30,153,29459
Manitoba,Southern Health,2021-01-06,119,30414
Manitoba,Winnipeg,2020-07-22,1,244
Manitoba,Winnipeg,2020-07-29,6,1726
Manitoba,Winnipeg,2020-08-05,6,1764
Manitoba,Winnipeg,2020-08-12,21,1857
Manitoba,Winnipeg,2020-08-19,45,2147
Manitoba,Winnipeg,2020-08-26,47,2429
Manitoba,Winnipeg,2020-09-02,66,2857
Manitoba,Winnipeg,2020-09-09,75,3341
Manitoba,Winnipeg,2020-09-16,88,3867
Manitoba,Winnipeg,2020-09-23,140,4694
Manitoba,Winnipeg,2020-09-30,247,6224
Manitoba,Winnipeg,2020-10-07,200,7708
Manitoba,Winnipeg,2020-10-14,505,10085
Manitoba,Winnipeg,2020-10-21,528,13998
Manitoba,Winnipeg,2020-10-28,737,18348
Manitoba,Winnipeg,2020-11-04,1374,26410
Manitoba,Winnipeg,2020-11-11,1548,36281
Manitoba,Winnipeg,2020-11-18,1638,48163
Manitoba,Winnipeg,2020-11-25,1701,59379
Manitoba,Winnipeg,2020-12-02,1530,70754
Manitoba,Winnipeg,2020-12-09,1448,81254
Manitoba,Winnipeg,2020-12-16,1224,90296
Manitoba,Winnipeg,2020-12-23,796,97180
Manitoba,Winnipeg,2020-12-30,580,101655
Manitoba,Winnipeg,2021-01-06,636,106033
NL,Central,2020-07-22,1,10
NL,Central,2020-07-29,1,74
NL,Central,2020-08-05,0,77
NL,Central,2020-08-12,0,77
NL,Central,2020-08-19,0,77
NL,Central,2020-08-26,0,77
NL,Central,2020-09-02,0,77
NL,Central,2020-09-09,0,77
NL,Central,2020-09-16,1,82
NL,Central,2020-09-23,1,90
NL,Central,2020-09-30,0,91
NL,Central,2020-10-07,1,98
NL,Central,2020-10-14,1,101
NL,Central,2020-10-21,2,117
NL,Central,2020-10-28,1,126
NL,Central,2020-11-04,1,127
NL,Central,2020-11-11,4,149
NL,Central,2020-11-18,1,165
NL,Central,2020-11-25,0,168
NL,Central,2020-12-02,1,175
NL,Central,2020-12-09,3,188
NL,Central,2020-12-16,2,204
NL,Central,2020-12-23,5,234
NL,Central,2020-12-30,0,245
NL,Central,2021-01-06,1,248
NL,Eastern,2020-07-22,0,244
NL,Eastern,2020-07-29,1,1714
NL,Eastern,2020-08-05,0,1715
NL,Eastern,2020-08-12,2,1724
NL,Eastern,2020-08-19,0,1729
NL,Eastern,2020-08-26,0,1729
NL,Eastern,2020-09-02,1,1735
NL,Eastern,2020-09-09,1,1741
NL,Eastern,2020-09-16,0,1743
NL,Eastern,2020-09-23,0,1743
NL,Eastern,2020-09-30,1,1747
NL,Eastern,2020-10-07,0,1750
NL,Eastern,2020-10-14,1,1756
NL,Eastern,2020-10-21,1,1763
NL,Eastern,2020-10-28,2,1772
NL,Eastern,2020-11-04,0,1778
NL,Eastern,2020-11-11,2,1788
NL,Eastern,2020-11-18,6,1807
NL,Eastern,2020-11-25,8,1872
NL,Eastern,2020-12-02,13,1947
NL,Eastern,2020-12-09,10,2025
NL,Eastern,2020-12-16,7,2066
NL,Eastern,2020-12-23,15,2178
NL,Eastern,2020-12-30,5,2221
NL,Eastern,2021-01-06,1,2242
NL,Labrador-Grenfell,2020-07-22,0,6
NL,Labrador-Grenfell,2020-07-29,0,42
NL,Labrador-Grenfell,2020-08-05,0,42
NL,Labrador-Grenfell,2020-08-12,0,42
NL,Labrador-Grenfell,2020-08-19,0,42
NL,Labrador-Grenfell,2020-08-26,0,42
NL,Labrador-Grenfell,2020-09-02,0,42
NL,Labrador-Grenfell,2020-09-09,0,42
NL,Labrador-Grenfell,2020-09-16,0,42
NL,Labrador-Grenfell,2020-09-23,0,42
NL,Labrador-Grenfell,2020-09-30,1,43
NL,Labrador-Grenfell,2020-10-07,0,49
NL,Labrador-Grenfell,2020-10-14,0,49
NL,Labrador-Grenfell,2020-10-21,0,49
NL,Labrador-Grenfell,2020-10-28,0,49
NL,Labrador-Grenfell,2020-11-04,0,49
NL,Labrador-Grenfell,2020-11-11,0,49
NL,Labrador-Grenfell,2020-11-18,0,49
NL,Labrador-Grenfell,2020-11-25,0,49
NL,Labrador-Grenfell,2020-12-02,0,49
NL,Labrador-Grenfell,2020-12-09,0,49
NL,Labrador-Grenfell,2020-12-16,0,49
NL,Labrador-Grenfell,2020-12-23,0,49
NL,Labrador-Grenfell,2020-12-30,0,49
NL,Labrador-Grenfell,2021-01-06,0,49
NL,Not Reported,2020-07-22,0,0
NL,Not Reported,2020-07-29,0,0
NL,Not Reported,2020-08-05,0,0
NL,Not Reported,2020-08-12,0,0
NL,Not Reported,2020-08-19,0,0
NL,Not Reported,2020-08-26,0,0
NL,Not Reported,2020-09-02,0,0
NL,Not Reported,2020-09-09,0,0
NL,Not Reported,2020-09-16,0,0
NL,Not Reported,2020-09-23,0,0
NL,Not Reported,2020-09-30,0,0
NL,Not Reported,2020-10-07,0,0
NL,Not Reported,2020-10-14,0,0
NL,Not Reported,2020-10-21,0,0
NL,Not Reported,2020-10-28,0,0
NL,Not Reported,2020-11-04,0,0
NL,Not Reported,2020-11-11,0,0
NL,Not Reported,2020-11-18,0,0
NL,Not Reported,2020-11-25,0,0
NL,Not Reported,2020-12-02,0,0
NL,Not Reported,2020-12-09,0,0
NL,Not Reported,2020-12-16,0,0
NL,Not Reported,2020-12-23,0,0
NL,Not Reported,2020-12-30,0,0
NL,Not Reported,2021-01-06,0,0
NL,Western,2020-07-22,0,4
NL,Western,2020-07-29,0,28
NL,Western,2020-08-05,0,28
NL,Western,2020-08-12,0,28
NL,Western,2020-08-19,0,28
NL,Western,2020-08-26,0,28
NL,Western,2020-09-02,0,28
NL,Western,2020-09-09,0,28
NL,Western,2020-09-16,0,28
NL,Western,2020-09-23,0,28
NL,Western,2020-09-30,0,28
NL,Western,2020-10-07,2,37
NL,Western,2020-10-14,4,63
NL,Western,2020-10-21,1,77
NL,Western,2020-10-28,1,81
NL,Western,2020-11-04,0,84
NL,Western,2020-11-11,0,84
NL,Western,2020-11-18,2,95
NL,Western,2020-11-25,9,133
NL,Western,2020-12-02,2,174
NL,Western,2020-12-09,0,175
NL,Western,2020-12-16,2,185
NL,Western,2020-12-23,0,189
NL,Western,2020-12-30,1,193
NL,Western,2021-01-06,0,196
NWT,NWT,2020-07-22,0,5
NWT,NWT,2020-07-29,0,35
NWT,NWT,2020-08-05,0,35
NWT,NWT,2020-08-12,0,35
NWT,NWT,2020-08-19,0,35
NWT,NWT,2020-08-26,0,35
NWT,NWT,2020-09-02,0,35
NWT,NWT,2020-09-09,0,35
NWT,NWT,2020-09-16,0,35
NWT,NWT,2020-09-23,0,35
NWT,NWT,2020-09-30,0,35
NWT,NWT,2020-10-07,0,35
NWT,NWT,2020-10-14,0,35
NWT,NWT,2020-10-21,3,39
NWT,NWT,2020-10-28,2,63
NWT,NWT,2020-11-04,0,70
NWT,NWT,2020-11-11,1,71
NWT,NWT,2020-11-18,4,101
NWT,NWT,2020-11-25,0,105
NWT,NWT,2020-12-02,0,105
NWT,NWT,2020-12-09,0,105
NWT,NWT,2020-12-16,7,147
NWT,NWT,2020-12-23,2,167
NWT,NWT,2020-12-30,0,168
NWT,NWT,2021-01-06,0,168
New Brunswick,Not Reported,2020-07-22,0,0
New Brunswick,Not Reported,2020-07-29,0,0
New Brunswick,Not Reported,2020-08-05,0,0
New Brunswick,Not Reported,2020-08-12,0,0
New Brunswick,Not Reported,2020-08-19,0,0
New Brunswick,Not Reported,2020-08-26,0,0
New Brunswick,Not Reported,2020-09-02,0,0
New Brunswick,Not Reported,2020-09-09,0,0
New Brunswick,Not Reported,2020-09-16,0,0
New Brunswick,Not Reported,2020-09-23,0,0
New Brunswick,Not Reported,2020-09-30,0,0
New Brunswick,Not Reported,2020-10-07,0,0
New Brunswick,Not Reported,2020-10-14,0,0
New Brunswick,Not Reported,2020-10-21,0,0
New Brunswick,Not Reported,2020-10-28,0,0
New Brunswick,Not Reported,2020-11-04,0,0
New Brunswick,Not Reported,2020-11-11,0,0
New Brunswick,Not Reported,2020-11-18,0,0
New Brunswick,Not Reported,2020-11-25,0,0
New Brunswick,Not Reported,2020-12-02,0,0
New Brunswick,Not Reported,2020-12-09,0,0
New Brunswick,Not Reported,2020-12-16,0,0
New Brunswick,Not Reported,2020-12-23,0,0
New Brunswick,Not Reported,2020-12-30,0,0
New Brunswick,Not Reported,2021-01-06,0,0
New Brunswick,Zone 1 (Moncton area),2020-07-22,0,29
New Brunswick,Zone 1 (Moncton area),2020-07-29,0,203
New Brunswick,Zone 1 (Moncton area),2020-08-05,4,207
New Brunswick,Zone 1 (Moncton area),2020-08-12,2,245
New Brunswick,Zone 1 (Moncton area),2020-08-19,6,277
New Brunswick,Zone 1 (Moncton area),2020-08-26,1,289
New Brunswick,Zone 1 (Moncton area),2020-09-02,1,295
New Brunswick,Zone 1 (Moncton area),2020-09-09,0,301
New Brunswick,Zone 1 (Moncton area),2020-09-16,1,304
New Brunswick,Zone 1 (Moncton area),2020-09-23,2,314
New Brunswick,Zone 1 (Moncton area),2020-09-30,1,329
New Brunswick,Zone 1 (Moncton area),2020-10-07,20,353
New Brunswick,Zone 1 (Moncton area),2020-10-14,23,564
New Brunswick,Zone 1 (Moncton area),2020-10-21,3,643
New Brunswick,Zone 1 (Moncton area),2020-10-28,0,651
New Brunswick,Zone 1 (Moncton area),2020-11-04,1,658
New Brunswick,Zone 1 (Moncton area),2020-11-11,1,661
